From Type,From Name,Edge,To Type,To Name,Weight,starting date,ending date
SPV´s,BrainInvest,Investment,Targeted companies (startups),"5ENSESINFOOD, S.A.",1,2013,
SPV´s,"IA - FCI Ciências da Vida SGPS, SA",Investment,Targeted companies (startups),"5ENSESINFOOD, S.A.",1,2013,
SPV´s,"IA - FCI Ciências da Vida SGPS, SA",Investment,Targeted companies (startups),"BIOMODE 2, S.A.",1,2014,
SPV´s,"Tagus Innovation for Growth SGPS, SA",Investment,Targeted companies (startups),"FABER VENTURES, S.A.",1,2013,
SPV´s,"TEX Risco, SGPS, SA",Investment,Targeted companies (startups),"ECOFOOT, S.A.",1,2013,
SPV´s,"A2B, SGPS",Investment,Targeted companies (startups),"EQUIGERMINAL, S.A.",1,2012,
SPV´s,"Capital Disperso, LDA",Investment,Targeted companies (startups),"DOCTORGUMMY, LDA",1,2014,
SPV´s,Vallis Sustainable Investments I,Investment,Targeted companies (startups),"DOCTORGUMMY, LDA",1,2014,
SPV´s,Critical SGPS (holding),Investment,Targeted companies (startups),"WFSW, S.A.",1,2012,
SPV´s,Critical SGPS (holding),Investment,Targeted companies (startups),CRITICAL LINKS S.A.,1,2007,
SPV´s,"Fast Sharks Invest, LDA",Investment,Targeted companies (startups),"DOCTORGUMMY, LDA",1,2014,
SPV´s,"The Edge, SGPS S.A",Investment,Targeted companies (startups),"CHIC BY CHOICE, S.A.",1,2014,
SPV´s,"SMARTEQUITY SGPS, LDA",Investment,Targeted companies (startups),"CHANGING EXPERIENCE, S.A.",1,2013,
SPV´s,"Vallis ­ SGPS, S.A.",Management entity (or controlling entity),SPV´s,Vallis Sustainable Investments I,1,2011,
SPV´s,"Vallis ­ SGPS, S.A.",Investment,Targeted companies (startups),"CELL2B - ADVANCED THERAPEUTICS, S.A.",1,2012,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),"YOUNGSTORIES, S.A.",1,2013,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),UNIPLACES LIMITED,1,2013,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),"UNBABEL, INC.",1,2014,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",1,2012,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),"CELL2B - ADVANCED THERAPEUTICS, S.A.",1,2012,
SPV´s,"Shilling Capital Partners, SGPS, Lda",Investment,Targeted companies (startups),"FABER VENTURES, S.A.",1,2013,
Targeted companies (startups),"VENIAM, INC.",Management entity (or controlling entity),Targeted companies (startups),"VENIAM, UNIPESSOAL LDA",1,2012,
Targeted companies (startups),UNIPLACES LIMITED,Investment,Targeted companies (startups),"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",1,2012,
Targeted companies (startups),"YDREAMS - INFORMÁTICA, S.A.",Investment,Targeted companies (startups),"YD YNVISIBLE, S.A.",1,2013,
SPV´s,Brains2Market,Investment,Targeted companies (startups),"ZUVI NOVA, S.A.",1,2011,
SPV´s,"Talent Minds,Lda",Investment,Targeted companies (startups),"ZARPH, S.A.",1,2013,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",VC Fundraising,Venture Capital Funds,FCR ISTART I,1,2011,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",VC Fundraising,Venture Capital Funds,FCR F-HITEC,1,2008,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",VC Fundraising,Venture Capital Funds,FCR Empreender Mais,1,2009,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",VC Fundraising,Venture Capital Funds,FCR Caixa Tech Transfer Accelerator Ventures,1,2015,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",Investment,Targeted companies (startups),"SMARTWATT - ENERGY SERVICES, S.A.",1,2009,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",Investment,Targeted companies (startups),Orankl,1,2014,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",Investment,Targeted companies (startups),QAMINE LIMITED,1,2015,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",Management entity (or controlling entity),Venture Capital Funds,FCR Caixa Tech Transfer Accelerator Ventures,1,2015,
Limited Partners (LPs)/SCR´s,"Caixa Capital SCR, SA",Management entity (or controlling entity),Venture Capital Funds,FCR Empreender Mais,1,2009,
